,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
1761,7237,Shreepal Singh ,Uttar Pradesh,Meerut,M,35,IND,1508793,48.23,0.14,1018
1762,7238,Zarar Ahmad ,Uttar Pradesh,Meerut,M,43,IND,1508793,48.23,0.13,945
1763,7239,Rajendra Singh Yadav ,Uttar Pradesh,Meerut,M,50,IND,1508793,48.23,0.13,945
1764,7240,Dr. Surender Kumar Khatri ,Uttar Pradesh,Meerut,M,61,IND,1508793,48.23,0.13,945
1765,7241,Krishnapal ,Uttar Pradesh,Meerut,M,28,IND,1508793,48.23,0.11,800
1766,7242,Rajesh Kumar ,Uttar Pradesh,Meerut,M,42,IJP,1508793,48.23,0.11,800
1767,7243,Dr. Hari Singh Azad Prajapati ,Uttar Pradesh,Meerut,M,65,ABLTP,1508793,48.23,0.08,582
1768,7244,Lohri ,Uttar Pradesh,Meerut,M,50,IND,1508793,48.23,0.07,509
1769,7245,Sudhir Nandan Saran Kothiwal ,Uttar Pradesh,Meerut,M,62,IND,1508793,48.23,0.06,436
1770,7246,Tejveer Singh ,Uttar Pradesh,Meerut,M,67,RWS,1508793,48.23,0.06,436
1771,7247,Smt. Santosh Ahluwalia ,Uttar Pradesh,Meerut,F,40,RDMP,1508793,48.23,0.05,363
1772,7248,Capt. Atul Tyagi ,Uttar Pradesh,Meerut,M,49,IND,1508793,48.23,0.05,363
1773,7249,Sanjeev ,Uttar Pradesh,Meerut,M,27,IND,1508793,48.23,0.05,363
1774,7250,Sunil Kumar Rana ,Uttar Pradesh,Meerut,M,30,IND,1508793,48.23,0.04,291
1775,7377,Feroze Varun Gandhi ,Uttar Pradesh,Pilibhit,M,29,BJP,1310007,63.94,50.09,419563
1776,7378,V. M. Singh ,Uttar Pradesh,Pilibhit,M,49,INC,1310007,63.94,16.48,138039
1777,7379,Riyaz Ahmad ,Uttar Pradesh,Pilibhit,M,44,SP,1310007,63.94,14.08,117936
1778,7380,Ganga Charan ,Uttar Pradesh,Pilibhit,M,45,BSP,1310007,63.94,13.44,112575
1779,7381,Ram Narayan Singh ,Uttar Pradesh,Pilibhit,M,44,IND,1310007,63.94,1.7,14239
1780,7382,Viquarul Hasan Khan ,Uttar Pradesh,Pilibhit,M,40,IND,1310007,63.94,1.29,10805
1781,7383,Master Chotey Lal Gangwar ,Uttar Pradesh,Pilibhit,M,61,NCP,1310007,63.94,0.59,4941
1782,7384,Krishna Adhikari ,Uttar Pradesh,Pilibhit,F,44,CPI(ML)(L),1310007,63.94,0.43,3601
1783,7385,Indra Pal ,Uttar Pradesh,Pilibhit,M,58,AD,1310007,63.94,0.42,3517
1784,7386,Mahesh Saxena ,Uttar Pradesh,Pilibhit,M,51,IND,1310007,63.94,0.35,2931
1785,7387,Lalta Prasad ,Uttar Pradesh,Pilibhit,M,51,IND,1310007,63.94,0.34,2847
1786,7388,Mahavir Singh ,Uttar Pradesh,Pilibhit,M,49,IND,1310007,63.94,0.23,1926
1787,7389,Harish Kumar ,Uttar Pradesh,Pilibhit,M,44,BSRD,1310007,63.94,0.19,1591
1788,7390,Harpal Singh ,Uttar Pradesh,Pilibhit,M,26,RCP,1310007,63.94,0.14,1172
1789,7391,Jamuna Davi ,Uttar Pradesh,Pilibhit,F,54,RKSP,1310007,63.94,0.14,1172
1790,7392,Ram Kumar Arya ,Uttar Pradesh,Pilibhit,M,40,ABRS,1310007,63.94,0.1,837
1791,7612,Murli Manohar Joshi ,Uttar Pradesh,Varanasi,M,73,BJP,1562258,42.6,30.52,203117
1792,7613,Mukhtar Ansari ,Uttar Pradesh,Varanasi,M,49,BSP,1562258,42.6,27.94,185946
1793,7614,Ajay Rai ,Uttar Pradesh,Varanasi,M,36,SP,1562258,42.6,18.61,123853
1794,7615,Rajesh Kumar Mishra ,Uttar Pradesh,Varanasi,M,48,INC,1562258,42.6,9.98,66419
1795,7616,Vijay Prakash Jaiswal ,Uttar Pradesh,Varanasi,M,43,AD,1562258,42.6,9.9,65886
1796,7617,Satya Prakash Srivastava ,Uttar Pradesh,Varanasi,M,37,IND,1562258,42.6,0.79,5257
1797,7618,Narendra Nath Dubey Adig ,Uttar Pradesh,Varanasi,M,36,IND,1562258,42.6,0.42,2795
1798,7619,Rajesh Bharti ,Uttar Pradesh,Varanasi,M,33,IND,1562258,42.6,0.32,2129
1799,7620,Pushp Raj Sahu ,Uttar Pradesh,Varanasi,M,47,IND,1562258,42.6,0.27,1796
1800,7621,Kishun Lal ,Uttar Pradesh,Varanasi,M,59,IJP,1562258,42.6,0.24,1597
1801,7622,Awadhesh Kumar Kushwaha ,Uttar Pradesh,Varanasi,M,43,RSMD,1562258,42.6,0.24,1597
1802,7623,Shyam Lal Sharma ,Uttar Pradesh,Varanasi,M,61,MADP,1562258,42.6,0.24,1597
1803,7624,Anand Kumar Ambastha ,Uttar Pradesh,Varanasi,M,36,IND,1562258,42.6,0.22,1464
1804,7625,Parvez Quadir Khan ,Uttar Pradesh,Varanasi,M,38,IND,1562258,42.6,0.19,1264
1805,7626,Usha Singh ,Uttar Pradesh,Varanasi,F,45,RAD,1562258,42.6,0.11,732
1806,7830,Jaswant Singh ,West Bengal,Darjeeling,M,70,BJP,1214818,79.55,51.5,497689
1807,7831,Jibesh Sarkar ,West Bengal,Darjeeling,M,55,CPI (M),1214818,79.55,25.29,244399
1808,7832,Dawa Narbula ,West Bengal,Darjeeling,M,73,INC,1214818,79.55,19.43,187769
1809,7833,Ram Ganesh Baraik ,West Bengal,Darjeeling,M,44,IND,1214818,79.55,1.37,13239
1810,7834,Haridas Thakur ,West Bengal,Darjeeling,M,62,BSP,1214818,79.55,0.53,5121
1811,7835,Nitu Jai ,West Bengal,Darjeeling,M,35,IND,1214818,79.55,0.5,4831
1812,7836,Abhijit Majumdar ,West Bengal,Darjeeling,M,48,CPI(ML)(L),1214818,79.55,0.4,3865
1813,7837,Niranjan Saha ,West Bengal,Darjeeling,M,50,AMB,1214818,79.55,0.38,3672
1814,7838,Arun Kumar Agarwal ,West Bengal,Darjeeling,M,48,IND,1214818,79.55,0.33,3189
1815,7839,Baidyanath Roy ,West Bengal,Darjeeling,M,55,IPFB,1214818,79.55,0.28,2705
